qid,question,aid,answer
29158,different problem solving techniques,51158,"Problem solving in psychology refers to the process of finding solutions to problems encountered in life. Solutions to these problems are usually situation or context-specific. The process starts with problem finding and problem shaping, where the problem is discovered and simplified. The next step is to generate possible solutions and evaluate them. Finally a solution is selected to be implemented and verified. Problems have an end goal to be reached and how you get there depends upon problem orientation (problem-solving coping style and skills) and systematic analysis. Mental health professionals study the human problem solving processes using methods such as introspection, behaviorism, simulation, computer modeling, and experiment. Social psychologists look into the person-environment relationship aspect of the problem and independent and interdependent problem-solving methods. Problem solving has been defined as a higher-order cognitive process and intellectual function that requires the modulation and control of more routine or fundamental skills.Problem solving has two major domains: mathematical problem solving and personal problem solving. Both are seen in terms of some difficulty or barrier that is encountered. Empirical research shows many different strategies and factors influence everyday problem solving. Rehabilitation psychologists studying individuals with frontal lobe injuries have found that deficits in emotional control and reasoning can be re-mediated with effective rehabilitation and could improve the capacity of injured persons to resolve everyday problems. Interpersonal everyday problem solving is dependent upon the individual personal motivational and contextual components. One such component is the emotional valence of ""real-world"" problems and it can either impede or aid problem-solving performance. Researchers have focused on the role of emotions in problem solving, demonstrating that poor emotional control can disrupt focus on the target task and impede problem resolution and likely lead to negative outcomes such as fatigue, depression, and inertia. In conceptualization, human problem solving consists of two related processes: problem orientation and the motivational/attitudinal/affective approach to problematic situations and problem-solving skills. Studies conclude people's strategies cohere with their goals and stem from the natural process of comparing oneself with others."
29158,different problem solving techniques,51159,Problem solving is applied on many different levels − from the individual to the civilizational. Collective problem solving refers to problem solving performed collectively.
29159,least squares method,51160,"  . The least squares method is often applied when no prior is known. Surprisingly, when several parameters are being estimated jointly, better estimators can be constructed, an effect known as Stein's phenomenon. For example, if the measurement error is Gaussian, several estimators are known which dominate, or outperform, the least squares technique; the best known of these is the James–Stein estimator. This is an example of more general shrinkage estimators that have been applied to regression problems."
29159,least squares method,51161,"many different methods, but by far the most popular is the method of least squares. In this approach, we pick the coefficients β to minimize the residual sum of squares i=1 (yi − xTi β)2. (2.3) RSS(β) is a quadratic function of the parameters, and hence its minimum always exists, but may not be unique. The solution is easiest to characterize in matrix notation. We can write RSS(β) = (y −Xβ)T (y −Xβ), (2.4) where X is an N × p matrix with each row an input vector, and y is an N -vector of the outputs in the training set. Differentiating w.r.t. β we get the normal equations T (y −Xβ) = 0. (2.5) If XTX is nonsingular, then the unique solution is given by β̂ = (XTX)−1XTy, (2.6) and the fitted value at the ith input xi is ŷi = ŷ(xi) = x i β̂. At an arbitrary input x0 the prediction is ŷ(x0) = x 0 β̂. The entire fitted surface is characterized by the p parameters β̂."
29159,least squares method,51162,Statisticians call this technique for finding the best-fitting line a simple linear regression analysis using the least squares method.
29159,least squares method,51163,"In statistics, ordinary least squares (OLS) is a type of linear least squares method for estimating the unknown parameters in a linear regression model. OLS chooses the parameters of a linear function of a set of explanatory variables by the principle of least squares: minimizing the sum of the squares of the differences between the observed dependent variable (values of the variable being observed) in the given dataset and those predicted by the linear function."
29159,least squares method,51164,"lead to other lines, but the criteria I use in this book (and in all introductory level statistics courses in general) is to find the line that minimizes what statisticians call the sum of squares for error (SSE). The SSE is the sum of all the squared differences from the points on the proposed line to the actual points in the data set. The line with the lowest possible SSE wins and its equation is used as the best-fitting line. This process is where the name the least-squares method comes from."
29159,least squares method,51165,"where σ2 is some process noise which allows the parameters to change slowly over time. (This can be set to 0, as in the recursive least squares method (Section 18.2.3), if desired.) We will assume qt−1(θt−1) ="
29159,least squares method,51166,"In the following code, a comparison has been made between applying linear regression in a statistical way and gradient descent in a machine learning way on the same dataset: >>> import numpy as np >>> import pandas as pd The following code describes reading data using a pandas DataFrame: >>> train_data = pd.read_csv(""mtcars.csv"") Converting DataFrame variables into NumPy arrays in order to process them in scikit learn packages, as scikit-learn is built on NumPy arrays itself, is shown next: >>> X = np.array(train_data[""hp""]) ; y = np.array(train_data[""mpg""]) >>> X = X.reshape(32,1); y = y.reshape(32,1) Importing linear regression from the scikit-learn package; this works on the least squares method: >>> from sklearn.linear_model import LinearRegression >>> model = LinearRegression(fit_intercept = True) Fitting a linear regression model on the data and display intercept and coefficient of single variable (hp variable): >>> model.fit"
29159,least squares method,51167,"method is least squares, in which we pick the coefficients β = (β0, β1, . . . , βp) to minimize the residual sum of squares i=1 (yi − f(xi))2 i=1 yi − β0 − p∑ j=1 xijβj From a statistical point of view, this criterion is reasonable if the training observations (xi, yi) represent independent random draws from their population. Even if the xi’s were not drawn randomly, the criterion is still valid if the yi’s are conditionally independent given the inputs xi. Figure 3.1 illustrates the geometry of least-squares fitting in the IRp+1-dimensional"
29159,least squares method,51168,"At the beginning of this chapter, we discussed that linear regression can be understood as finding the best-fitting straight line through the sample points of our training data. However, we have neither defined the term best-fitting nor have we discussed the different techniques of fitting such a model. In the following subsections, we will fill in the missing pieces of this puzzle using the Ordinary Least Squares (OLS) method to estimate the parameters of the regression line that minimizes the sum of the squared vertical distances (residuals or errors) to the sample points."
29159,least squares method,51169,"It is necessary to allow variables to be removed from the active set if we want the sequence of solutions to correspond to the regularization path of lasso. If we disallow variable removal, we get a slightly different algorithm called LAR, which tends to be faster. In particular, LAR costs the same as a single ordinary least squares fit, namely O(NDmin(N,D)), which is O(ND2) if N > D, and O(N2D) if D > N . LAR is very similar to greedy forward selection, and a method known as least squares boosting (see Section 16.4.6)."
29160,stem in spanish,51170,"In languages with very little inflection, such as English and Chinese, the stem is usually not distinct from the ""normal"" form of the word (the lemma, citation or dictionary form). However, in other languages, stems may rarely or never occur on their own. For example, the English verb stem run is indistinguishable from its present tense form (except in the third person singular). However, the equivalent Spanish verb stem corr- never appears as such because it is cited with the infinitive inflection (correr) and always appears in actual speech as a non-finite (infinitive or participle) or conjugated form. Such morphemes that cannot occur on their own in this way are usually referred to as bound morphemes."
29160,stem in spanish,51171,">>> from nltk.stem import SnowballStemmer >>> SnowballStemmer.languages('danish', 'dutch', 'english', 'finnish', 'french', 'german', 'hungarian', 'italian', 'norwegian', 'porter', 'portuguese', 'romanian', 'russian', 'spanish', 'swedish') >>> spanish_stemmer = SnowballStemmer('spanish') >>> spanish_stemmer.stem('hola') u'hol'"
29160,stem in spanish,51172,"There are two kinds of changes that can affect stem vowels of some Spanish verbs:  diphthongization and vowel raising.  Both changes affect -e- or -o- in the last (or only) syllable of a verb stem.  Diphthongization changes -e- to -ie-, and -o- to -ue-.  Vowel raising changes the mid vowels -e- and -o- to the corresponding high vowels:  -i- and -u- respectively.  Some verbs, in their various forms, can exhibit both kinds of changes (e.g. sentir, siente, sintió (e-ie-i**ir); dormir, duerme, durmió) (o-ue-u)."
29160,stem in spanish,51173,languages and an example using the Spanish SnowballStemmer class:
29160,stem in spanish,51174,"How to do it... NLTK comes with an implementation of the Porter stemming algorithm, which is very easy to use."
29160,stem in spanish,51175,"Spain's 16th century maritime supremacy was demonstrated by the victory over the Ottomans at Lepanto in 1571, and then after the setback of the Spanish Armada in 1588, in a series of victories against England in the Anglo-Spanish War of 1585–1604. However, during the middle decades of the 17th century Spain's maritime power went into a long decline with mounting defeats against the United Provinces and then England; that by the 1660s it was struggling grimly to defend its overseas possessions from pirates and privateers."
29160,stem in spanish,51176,"The colonisation of the Americas started with conquistadores like Hernán Cortés and Francisco Pizarro. Miscegenation was the rule between the native and the Spanish cultures and people. Juan Sebastian Elcano completed the first voyage around the world in human history, the Magellan-Elcano circumnavigation. Florida was colonised by Pedro Menéndez de Avilés when he founded St. Augustine, Florida and then defeated an attempt led by the French Captain Jean Ribault to establish a French foothold in Spanish Florida territory. St. Augustine became a strategic defensive base for Spanish ships full of gold and silver sailing to Spain. Andrés de Urdaneta discovered the tornaviaje or return route from the Philippines to Mexico, making possible the Manila galleon trading route. The Spanish once again encountered Islam, but this time in Southeast Asia and in order to incorporate the Philippines, Spanish expeditions organised from newly Christianised Mexico had invaded the Philippine territories of the Sultanate of Brunei. The Spanish considered the war with the Muslims of Brunei and the Philippines, a repeat of the Reconquista. The Spanish explorer Blas Ruiz intervened in Cambodia's succession and installed Crown Prince Barom Reachea II as puppet.As Renaissance New Monarchs, Isabella and Ferdinand centralised royal power at the expense of local nobility, and the word España, whose root is the ancient name Hispania, began to be commonly used to designate the whole of the two kingdoms."
29160,stem in spanish,51177,Some verbs (including most G-verbs and most verbs ending in -ducir) have a somewhat different stem in the preterite. These stems are very old and often are found in Latin as well. The same irregular stem is also found in the imperfect subjunctive (both in -ra and -se forms) and the future subjunctive. This stems are anomalous also because: 
29160,stem in spanish,51178,"That same year, Spain's Jews were ordered to convert to Catholicism or face expulsion from Spanish territories during the Spanish Inquisition. As many as 200,000 Jews were expelled from Spain. This was followed by expulsions in 1493 in Aragonese Sicily and Portugal in 1497. The Treaty of Granada guaranteed religious tolerance towards Muslims, for a few years before Islam was outlawed in 1502 in the Kingdom of Castile and 1527 in the Kingdom of Aragon, leading to Spain's Muslim population becoming nominally Christian Moriscos. A few decades after the Morisco rebellion of Granada known as the War of the Alpujarras, a significant proportion of Spain's formerly-Muslim population was expelled, settling primarily in North Africa. From 1609–14, over 300,000 Moriscos were sent on ships to North Africa and other locations, and, of this figure, around 50,000 died resisting the expulsion, and 60,000 died on the journey.The year 1492 also marked the arrival of Christopher Columbus in the New World, during a voyage funded by Isabella. Columbus's first voyage crossed the Atlantic and reached the Caribbean Islands, beginning the European exploration and conquest of the Americas, although Columbus remained convinced that he had reached the Orient. Large numbers of indigenous Americans died in battle against the Spaniards during the conquest, while others died from various other causes. Some scholars consider the initial period of the Spanish conquest— from Columbus's first landing in the Bahamas until the middle of the sixteenth century—as marking the most egregious case of genocide in the history of mankind. The death toll may have reached some 70 million indigenous people (out of 80 million) in this period, as diseases such as smallpox, measles, influenza, and typhus, brought to the Americas by the conquest, decimated the pre-Columbian population."
29160,stem in spanish,51179,"Through exploration and conquest or royal marriage alliances and inheritance, the Spanish Empire expanded to include vast areas in the Americas, islands in the Asia-Pacific area, areas of Italy, cities in Northern Africa, as well as parts of what are now France, Germany, Belgium, Luxembourg, and the Netherlands. The first circumnavigation of the world was carried out in 1519–1521. It was the first empire on which it was said that the sun never set. This was an Age of Discovery, with daring explorations by sea and by land, the opening-up of new trade routes across oceans, conquests and the beginnings of European colonialism. Spanish explorers brought back precious metals, spices, luxuries, and previously unknown plants, and played a leading part in transforming the European understanding of the globe. The cultural efflorescence witnessed during this period is now referred to as the Spanish Golden Age. The expansion of the empire caused immense upheaval in the Americas as the collapse of societies and empires and new diseases from Europe devastated American indigenous populations. The rise of humanism, the Counter-Reformation and new geographical discoveries and conquests raised issues that were addressed by the intellectual movement now known as the School of Salamanca, which developed the first modern theories of what are now known as international law and human rights. Juan Luis Vives was another prominent humanist during this period."
29161,deep learning basics,51180,We’ll begin this chapter by exploring a much older field that overlaps deep learning: natural language processing (NLP). This field is dedicated exclusively to the automated understanding of human language (previously not using deep learning). We’ll discuss the basics of deep learning’s approach to this field.
29161,deep learning basics,51181,"Before we deep dive into the details of reinforcement learning, I would like to cover some of the basics necessary for understanding the various nuts and bolts of RL methodologies. These basics appear across various sections of this chapter, which we will explain in detail whenever required:"
29161,deep learning basics,51182,"cuss the basics of TensorFlow and walk through two simple examples (logistic regres‐ sion and multilayer feed-forward neural networks). But before we dive in, let’s talk a little bit about how TensorFlow stacks up against other frameworks for representing deep learning models."
29161,deep learning basics,51183,Why you should learn deep learning Why you should read this book What you need to get started
29161,deep learning basics,51184,"The three major learning paradigms are supervised learning, unsupervised learning and reinforcement learning. They each correspond to a particular learning task"
29161,deep learning basics,51185,"Chapter 1 focuses on why should you learn deep learning, and what you’ll need to get started."
29161,deep learning basics,51186,"Complex statistics in machine learning worry a lot of developers. Knowing statistics helps you build strong machine learning models that are optimized for a given problem statement. I believe that any machine learning practitioner should be proficient in statistics as well as in mathematics, so that they can speculate and solve any machine learning problem in an efficient manner. In this book, we will cover the fundamentals of statistics and machine learning, giving you a holistic view of the application of machine learning techniques for relevant problems. We will discuss the application of frequently used algorithms on various domain problems, using both Python and R programming. We will use libraries such as scikit-learn, e1071, randomForest, c50, xgboost, and so on. We will also go over the fundamentals of deep learning with the help of Keras software. Furthermore, we will have an overview of reinforcement learning with pure Python programming language."
29161,deep learning basics,51187,"Scan through the Python Codecademy course (www.codecademy.com/learn/python). If you can read the table of contents and feel comfortable with the terms mentioned, you’re all set! If not, then take the course and come back when you’re done. It’s designed to be a beginner course, and it’s very well crafted."
29161,deep learning basics,51188,"of the high-level vocabulary, concepts, and fields in artificial intelligence, machine learning, and, most important, deep learning."
29161,deep learning basics,51189,"Although we could spend this entire book describing deep learning models in the abstract, we hope that by the end of this text, you not only have an understanding of how deep models work, but also that you are equipped with the skill set required to build these models from scratch for your own problem spaces. Now that we have a better theoretical understanding of deep learning models, we will spend this chapter implementing some of these algorithms in software."
29162,keras feature importance,51191,
29162,keras feature importance,51192,"At the 41st British Academy Film Awards in 1988, Monty Python received the BAFTA Award for Outstanding British Contribution To Cinema. In 1998 they were awarded the AFI Star Award by the American Film Institute. Many sketches from their TV show and films are well-known and widely quoted. Both Holy Grail and Life of Brian are frequently ranked in lists of greatest comedy films. In a 2005 poll of over 300 comics, comedy writers, producers and directors throughout the English-speaking world to find ""The Comedian's Comedian"", three of the six Pythons members were voted to be among the top 50 greatest comedians ever: Cleese at No. 2, Idle at No. 21, and Palin at No. 30."
29162,keras feature importance,51193,"At Last the 1948 Show (1967): Chapman and Cleese (writers and cast members), Idle (guest star and writer)"
29162,keras feature importance,51194,"The Frost Report (1966–1967): Cleese (cast member and writer), Idle (writer of Frost's monologues), Chapman, Palin and Jones (writers)"
29162,keras feature importance,51195,"Monty Python (also collectively known as the Pythons) were a British surreal comedy troupe who created the sketch comedy television show Monty Python's Flying Circus, which first aired on the BBC in 1969. Forty-five episodes were made over four series. The Python phenomenon developed from the television series into something larger in scope and impact, including touring stage shows, films, albums, books and musicals. The Pythons' influence on comedy has been compared to the Beatles' influence on music. Regarded as an enduring icon of 1970s pop culture, their sketch show has been referred to as being ""an important moment in the evolution of television comedy"".Broadcast by the BBC between 1969 and 1974, Monty Python's Flying Circus was conceived, written and performed by its members Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, and Michael Palin. Loosely structured as a sketch show, but with an innovative stream-of-consciousness approach aided by Gilliam's animation, it pushed the boundaries of what was acceptable in style and content. A self-contained comedy team responsible for both writing and performing their work, the Pythons had creative control which allowed them to experiment with form and content, discarding rules of television comedy. Following their television work, they began making films, including Monty Python and the Holy Grail (1975), Life of Brian (1979) and The Meaning of Life (1983). Their influence on British comedy has been apparent for years, while in North America, it has coloured the work of cult performers from the early editions of Saturday Night Live through to more recent absurdist trends in television comedy. ""Pythonesque"" has entered the English lexicon as a result."
29162,keras feature importance,51196,"Jones and Palin met at Oxford University, where they performed together with the Oxford Revue. Chapman and Cleese met at Cambridge University. Idle was also at Cambridge, but started a year after Chapman and Cleese. Cleese met Gilliam in New York City while on tour with the Cambridge University Footlights revue Cambridge Circus (originally entitled A Clump of Plinths). Chapman, Cleese, and Idle were members of the Footlights, which at that time also included the future Goodies (Tim Brooke-Taylor, Bill Oddie, and Graeme Garden), and Jonathan Lynn (co-writer of Yes Minister and Yes, Prime Minister). During Idle's presidency of the club, feminist writer Germaine Greer and broadcaster Clive James were members. Recordings of Footlights' revues (called ""Smokers"") at Pembroke College include sketches and performances by Cleese and Idle, which, along with tapes of Idle's performances in some of the drama society's theatrical productions, are kept in the archives of the Pembroke Players.The six Python members appeared in or wrote these shows before Flying Circus:"
29162,keras feature importance,51197,"I'm Sorry, I'll Read That Again (radio) (1964–1973): Cleese (cast member and writer), Idle and Chapman (writers)"
29162,keras feature importance,51198,"Do Not Adjust Your Set (1967–1969): Idle, Jones, and Palin (cast members and writers), Gilliam (animation) + Bonzo Dog Band (musical interludes)"
29162,keras feature importance,51199,Twice a Fortnight (1967): Palin and Jones (cast members and writers)
29163,python get function parameter names,51200,"This file is in plain text, so you can open it with a text editor, but you can also read it from Python. The built-in function open takes the name of the file as a parameter and returns a file object you can use to read the file."
29163,python get function parameter names,51201,"The print statement was changed to the print() function in Python 3.Python does not support tail call optimization or first-class continuations, and, according to Guido van Rossum, it never will. However, better support for coroutine-like functionality is provided in 2.5, by extending Python's generators. Before 2.5, generators were lazy iterators; information was passed unidirectionally out of the generator. From Python 2.5, it is possible to pass information back into a generator function, and from Python 3.3, the information can be passed through multiple stack levels."
29163,python get function parameter names,51202,"The frames are arranged in a stack that indicates which function called which, and so on. In this example, print_twice was called by cat_twice, and cat_twice was called by __main__, which is a special name for the topmost frame. When you create a variable outside of any function, it belongs to __main__."
29163,python get function parameter names,51203,Printing names of weight parameters Printing names of bias parameters biases_1_1:0 biases_2_1:0 biases_3_1:0 Out[2]: <tensorflow.python.framework.ops.Tensor ...>
29163,python get function parameter names,51204,"Instead, we should be using a more advanced naming scheme that takes advantage of TensorFlow’s variable scoping. TensorFlow’s variable scoping mechanisms are largely controlled by two functions: tf.get_variable(<name>, <shape>, <initializer>) Checks if a variable with this name exists, retrieves the variable if it does, or cre‐ ates it using the shape and initializer if it doesn’t.14 tf.variable_scope(<scope_name>) Manages the namespace and determines the scope in which tf.get_variable operates.15 Let’s try to rewrite my_network in a cleaner fashion using TensorFlow variable scop‐ ing."
29163,python get function parameter names,51205,Printing names of weight parameters Printing names of bias parameters biases_1:0 biases_2:0 biases_3:0 Out[2]: <tensorflow.python.framework.ops.Tensor ...>
29163,python get function parameter names,51206,"the same name as one of the standard Python modules. If you are using import to read a module, remember that you have to restart the"
29163,python get function parameter names,51207,"The yield statement, which returns a value from a generator function. From Python 2.5, yield is also an operator. This form is used to implement coroutines."
29163,python get function parameter names,51208,"If an error occurs during a function call, Python prints the name of the function, and the name of the function that called it, and the name of the function that called that, all the way back to __main__."
29163,python get function parameter names,51209,"For example, if you try to access cat from within print_twice, you get a NameError: Traceback (innermost last): File ""test.py"", line 13, in __main__ cat_twice(line1, line2) File ""test.py"", line 5, in cat_twice print_twice(cat) File ""test.py"", line 9, in print_twice print cat NameError: name 'cat' is not defined"
29164,data visualization technique,51211,"PCA is often used to project a data set onto a lower-dimensional space, for example two dimensional, for the purposes of visualization. Another linear technique with a similar aim is multidimensional scaling, or MDS (Cox and Cox, 2000). It finds a low-dimensional projection of the data such as to preserve, as closely as possible, the pairwise distances between data points, and involves finding the eigenvectors of the distance matrix. In the case where the distances are Euclidean, it gives equivalent results to PCA. The MDS concept can be extended to a wide variety of data types specified in terms of a similarity matrix, giving nonmetric MDS."
29164,data visualization technique,51212,"According to Rosenblum (1994) ""volume visualization examines a set of techniques that allows viewing an object without mathematically representing the other surface. Initially used in medical imaging, volume visualization has become an essential technique for many sciences, portraying phenomena become an essential technique such as clouds, water flows, and molecular and biological structure. Many volume visualization algorithms are computationally expensive and demand large data storage. Advances in hardware and software are generalizing volume visualization as well as real time performances""."
29164,data visualization technique,51213,"Eigenvalue=22.558 Eigenvalue=20.936 Eigenvalue=4.648 Eigenvalue=3.988 Eigenvalue=3.372 Eigenvalue=2.956 Eigenvalue=2.760 Eigenvalue=2.211 Figure 14.7 Visualization of the first 8 kernel principal component basis functions derived from some 2d data. We use an RBF kernel with σ2 = 0.1. Figure generated by kpcaScholkopf, written by Bernhard Scholkopf. So we have succesfully kernelized ridge regression by changing from primal to dual variables. This technique can be applied to many other linear models, such as logistic regression. 14.4.3.3 Computational cost The cost of computing the dual variables α is O(N3), whereas the cost of computing the primal variables w is O(D3)."
29164,data visualization technique,51214,"Principal component analysis, or PCA, is a technique that is widely used for applications such as dimensionality reduction, lossy data compression, feature extraction, and data visualization (Jolliffe, 2002). It is also known as the Karhunen-Loève transform."
29164,data visualization technique,51215,"French philosopher and mathematician René Descartes and Pierre de Fermat developed analytic geometry and two-dimensional coordinate system which heavily influenced the practical methods of displaying and calculating values. Fermat and Blaise Pascal's work on statistics and probability theory laid the groundwork for what we now conceptualize as data. According to the Interaction Design Foundation, these developments allowed and helped William Playfair, who saw potential for graphical communication of quantitative data, to generate and develop graphical methods of statistics.  In the second half of the 20th century, Jacques Bertin used quantitative graphs to represent information ""intuitively, clearly, accurately, and efficiently"".John Tukey and Edward Tufte pushed the bounds of data visualization; Tukey with his new statistical approach of exploratory data analysis and Tufte with his book ""The Visual Display of Quantitative Information"" paved the way for refining data visualization techniques for more than statisticians. With the progression of technology came the progression of data visualization; starting with hand drawn visualizations and evolving into more technical applications – including interactive designs leading to software visualization.Programs like SAS, SOFA, R, Minitab, Cornerstone and more allow for data visualization in the field of statistics. Other data visualization applications, more focused and unique to individuals, programming languages such as D3, Python and JavaScript help to make the visualization of quantitative data a possibility.  Private schools have also developed programs to meet the demand for learning data visualization and associated programming libraries, including free programs like The Data Incubator or paid programs like General Assembly.Beginning with the Symposium ""Data to Discovery"" in 2013, ArtCenter College of Design, Caltech and JPL in Pasadena have run an annual program on Interactive Data Visualization. The program asks: How can interactive data visualization help scientists and engineers explore their data more effectively? How can computing, design, and design thinking help maximize research results? What methodologies are most effective for leveraging knowledge from these fields? By encoding relational information with appropriate visual and interactive characteristics to help interrogate, and ultimately gain new insight into data, the program develops new interdisciplinary approaches to complex science problems, leveraging design thinking and the latest methods from computing, User-Centered Design, interaction design and 3D graphics."
29164,data visualization technique,51216,"Data visualization refers to the techniques used to communicate data or information by encoding it as visual objects (e.g., points, lines or bars) contained in graphics. The goal is to communicate information clearly and efficiently to users. It is one of the steps in data analysis or data science. According to Vitaly Friedman (2008) the ""main goal of data visualization is to communicate information clearly and effectively through graphical means. It doesn't mean that data visualization needs to look boring to be functional or extremely sophisticated to look beautiful. To convey ideas effectively, both aesthetic form and functionality need to go hand in hand, providing insights into a rather sparse and complex data set by communicating its key-aspects in a more intuitive way. Yet designers often fail to achieve a balance between form and function, creating gorgeous data visualizations which fail to serve their main purpose — to communicate information"".Indeed, Fernanda Viegas and Martin M. Wattenberg suggested that an ideal visualization should not only communicate clearly, but stimulate viewer engagement and attention.Data visualization is closely related to information graphics, information visualization, scientific visualization, exploratory data analysis and statistical graphics. In the new millennium, data visualization has become an active area of research, teaching and development. According to Post et al. (2002), it has united scientific and information visualization."
29164,data visualization technique,51217,"As a subject in computer science, scientific visualization is the use of interactive, sensory representations, typically visual, of abstract data to reinforce cognition, hypothesis building, and reasoning. Data visualization is a related subcategory of visualization dealing with statistical graphics and geographic or spatial data (as in thematic cartography) that is abstracted in schematic form.Scientific visualization is the transformation, selection, or representation of data from simulations or experiments, with an implicit or explicit geometric structure, to allow the exploration, analysis, and understanding of the data. Scientific visualization focuses and emphasizes the representation of higher order data using primarily graphics and animation techniques. It is a very important part of visualization and maybe the first one, as the visualization of experiments and phenomena is as old as science itself. Traditional areas of scientific visualization are flow visualization, medical visualization, astrophysical visualization, and chemical visualization. There are several different techniques to visualize scientific data, with isosurface reconstruction and direct volume rendering being the more common."
29164,data visualization technique,51218,"Friedman and Tukey (1974) proposed exploratory projection pursuit, a graphical exploration technique for visualizing high-dimensional data. Their view was that most low (one- or two-dimensional) projections of highdimensional data look Gaussian. Interesting structure, such as clusters or long tails, would be revealed by non-Gaussian projections. They proposed a number of projection indices for optimization, each focusing on a different departure from Gaussianity. Since their initial proposal, a variety of improvements have been suggested (Huber, 1985; Friedman, 1987), and a variety of indices, including entropy, are implemented in the interactive graphics package Xgobi (Swayne et al., 1991, now called GGobi). These projection indices are exactly of the same form as J(Yj) above, where Yj = a"
29164,data visualization technique,51219,"Is there an informative way to visualize the data? Can we discover subgroups among the variables or among the observations? Unsupervised learning refers to a diverse set of techniques for answering questions such as these. In this chapter, we will focus on two particular types of unsupervised learning: principal components analysis, a tool used for data visualization or data pre-processing before supervised techniques are applied, and clustering, a broad class of methods for discovering unknown subgroups in data."
29165,binary cross entropy,51221,"The (binary) cross-entropy is just the technical term for the cost function in logistic regression, and the categorical cross-entropy is its generalization for multi-class predictions via softmax. After compiling the model, we can now train it by calling the fit method. Here, we are using mini-batch stochastic gradient with a batch size of 300 training samples per batch. We train the MLP over 50 epochs, and we can follow the optimization of the cost function during training by setting verbose=1. The validation_split parameter is especially handy, since it will reserve 10 percent of the training data (here, 6,000 samples) for validation after each epoch, so that we can check if the model is overfitting during training."
29165,binary cross entropy,51222,"gression we use linear outputs and a sum-of-squares error, for (multiple independent) binary classifications we use logistic sigmoid outputs and a cross-entropy error function, and for multiclass classification we use softmax outputs with the corresponding multiclass cross-entropy error function. For classification problems involving two classes, we can use a single logistic sigmoid output, or alternatively we can use a network with two outputs having a softmax output activation function."
29165,binary cross entropy,51223,"The logistic loss is sometimes called cross-entropy loss. It is also known as log loss (In this case, the binary label is often denoted by {-1,+1})."
29165,binary cross entropy,51224,"the 1-of-K coding scheme in which the target vector tn for a feature vector φn belonging to class Ck is a binary vector with all elements zero except for element k, which equals one. The likelihood function is then given by p(Tw1, . . . ,wK) = n=1 k=1 p(Ckφn)tnk = n=1 k=1 ytnknk (4.107) where ynk = yk(φn), and T is an N × K matrix of target variables with elements tnk. Taking the negative logarithm then gives E(w1, . . . ,wK) = − ln p(Tw1, . . . ,wK) = − n=1 k=1 tnk ln ynk (4.108) which is known as the cross-entropy error function for the multiclass classification problem. We now take the gradient of the error function with respect to one of the parameter vectors wj . Making use of the result (4.106) for the derivatives of the softmax function, we obtainExercise 4.18 ∇wjE(w1, . . . ,wK) = n=1 (ynj − tnj)φn (4.109)"
29165,binary cross entropy,51225,"  , cross entropy and KL divergence are identical up to an additive constant (since "
29165,binary cross entropy,51226,"Entropy in information theory is directly analogous to the entropy in statistical thermodynamics. Entropy has  relevance to other areas of mathematics such as combinatorics. The definition can be derived from a set of axioms establishing that entropy should be a measure of how ""surprising"" the average outcome of a variable is. For a continuous random variable, differential entropy is analogous to entropy."
29165,binary cross entropy,51227,"   for cross entropy. In the engineering literature, the principle of minimising KL Divergence (Kullback's ""Principle of Minimum Discrimination Information"") is often called the Principle of Minimum Cross-Entropy (MCE), or Minxent."
29165,binary cross entropy,51228,"Since 0 ≤ p̂mk ≤ 1, it follows that 0 ≤ −p̂mk log p̂mk. One can show that the cross-entropy will take on a value near zero if the p̂mk’s are all near zero or near one. Therefore, like the Gini index, the cross-entropy will take on a small value if the mth node is pure. In fact, it turns out that the Gini index and the cross-entropy are quite similar numerically. When building a classification tree, either the Gini index or the cross-"
29165,binary cross entropy,51229,"  where kB is the Boltzmann constant, and pi is the probability of a microstate. The Gibbs entropy was defined by J. Willard Gibbs in 1878 after earlier work by Boltzmann (1872).The Gibbs entropy translates over almost unchanged into the world of quantum physics to give the von Neumann entropy, introduced by John von Neumann in 1927,"
29166,when to use glm,51231,"cv.glm() ter 4, we used the glm() function to perform logistic regression by passing in the family=""binomial"" argument. But if we use glm() to fit a model without passing in the family argument, then it performs linear regression, just like the lm() function."
29166,when to use glm,51232,"Notice that the computation time is much shorter than that of LOOCV. (In principle, the computation time for LOOCV for a least squares linear model should be faster than for k-fold CV, due to the availability of the formula (5.2) for LOOCV; however, unfortunately the cv.glm() function does not make use of this formula.) We still see little evidence that using cubic or higher-order polynomial terms leads to lower test error than simply using a quadratic fit. We saw in Section 5.3.2 that the two numbers associated with delta are"
29166,when to use glm,51233,"However, calculating the confidence intervals is slightly more involved than in the linear regression case. The default prediction type for a glm() model is type=""link"", which is what we use here. This means we get predictions for the logit: that is, we have fit a model of the form"
29166,when to use glm,51234,"pre-synaptic output layer, and ŷn = h(bn) be the post-synaptic output layer, where h is another nonlinearity, corresponding to the canonical link for the GLM. (We reserve the notation yn, without the hat, for the output corresponding to the n’th training case.) For a regression model, we use h(b) = b; for binary classifcation, we use h(b) = [sigm(b1), . . . , sigm(bc)]; for multi-class classification, we use h(b) = S(b)."
